UDI,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,TWF,HDF,PWF,OSF,RNF,Failure Injected
2124,-0.3524370398513052,-0.17775634529518702,-0.2664959696550374,-0.159193490017117,0.1107445916552226,0,0,0,0,0,0,1
2156,-0.3524370398513052,-0.8125581165062826,-1.1031987446462062,0.7737513254791571,1.430441810982602,0,0,0,0,0,0,1
2157,-0.3024410062236841,-0.7451572309007539,-0.4561485986530356,0.1517881151483077,1.4618631733475396,0,0,0,0,0,0,1
2158,-0.3024410062236841,-0.677756345295187,2.2324563183185866,-2.025083121009664,1.508995216894946,0,0,0,0,0,0,1
2159,-0.2524449725960345,-0.677756345295187,-0.7796736716496209,0.9743846191342698,1.5561272604423524,0,0,0,0,0,0,1
2160,-0.2524449725960345,-0.677756345295187,0.3526640838384274,-0.8714416824927665,1.603259303989759,0,0,0,0,0,0,1
2161,-0.3024410062236841,-0.677756345295187,-0.1772476736559794,0.1016297917345295,1.6503913475371652,0,0,0,0,0,0,1
2162,-0.3024410062236841,-0.61035545968962,-0.4171024691534478,0.0514714683207514,1.6818127099021027,0,0,0,0,0,0,1
2163,-0.2524449725960345,-0.61035545968962,-1.1310888371459118,0.2119781032448416,1.7132340722670405,0,0,0,0,0,0,1
2164,-0.2024489389683849,-0.5429545740840913,-0.651379246150975,-0.0187501844585382,1.744655434631978,0,0,0,0,0,0,1
2165,-0.2024489389683849,-0.5429545740840913,0.0068269368420777,-0.3297317896239622,1.7760767969969156,0,0,0,0,0,0,1
2166,-0.2524449725960345,-0.61035545968962,-0.3501662471541543,0.7837829901619122,1.807498159361853,0,0,0,0,0,0,1
2168,-0.2024489389683849,-0.61035545968962,0.2745718248392517,0.1317247857827961,-1.6959837443286896,0,0,0,0,0,0,1
2169,-0.2524449725960345,-0.61035545968962,-0.6625352831508573,0.9543212897687582,-1.6174303384163455,0,0,0,0,0,0,1
2170,-0.2524449725960345,-0.61035545968962,-0.690425375650563,0.9242262957204916,-1.570298294868939,0,0,0,0,0,0,1
2171,-0.3024410062236841,-0.61035545968962,-0.2162938031555673,0.3323580794379088,-1.5388769325040017,0,0,0,0,0,0,1
2172,-0.2524449725960345,-0.61035545968962,-0.205137766155685,1.2627697203137325,-1.491744888956595,0,0,0,0,0,0,1
2173,-0.2524449725960345,-0.5429545740840913,1.5463600428258282,-1.704069851161484,-1.4603235265916574,0,0,0,0,0,0,1
2174,-0.2524449725960345,-0.5429545740840913,-0.2441838956552729,0.1618197798310635,-1.42890216422672,0,0,0,0,0,0,1
2175,-0.2024489389683849,-0.5429545740840913,0.1853235288401937,-0.6607767241548985,-1.3817701206793134,0,0,0,0,0,0,1
2176,-0.2524449725960345,-0.5429545740840913,0.2857278618391339,-0.4099851070860077,-1.3503487583143758,0,0,0,0,0,0,1
2207,-0.0524608380854929,-0.5429545740840913,-0.5732869871517993,1.205112906837649,-0.0149408578045277,0,0,0,0,0,0,1
2208,-0.1024568717131141,-0.5429545740840913,0.291305880339075,-0.2494784721619175,0.0164805045604098,0,0,0,0,0,0,1
2209,-0.1024568717131141,-0.5429545740840913,-0.5788650056517404,0.2621364266586198,0.0479018669253474,0,0,0,0,0,0,1
2210,-0.1024568717131141,-0.4755536884785243,-0.8521879121488555,0.9442896250860024,0.1264552728376914,0,0,0,0,0,0,1
2211,-0.1524529053407637,-0.5429545740840913,-0.7685176346497387,1.4157778651755175,0.1578766352026291,0,0,0,0,0,0,1
2212,-0.2024489389683849,-0.677756345295187,-1.638688520640554,2.4089126687683247,0.1892979975675666,0,0,0,0,0,0,1
2213,-0.1524529053407637,-0.61035545968962,-0.3557442656540954,0.0013131449069732,0.2364300411149731,0,0,0,0,0,0,1
2214,-0.1524529053407637,-0.61035545968962,-0.3669003026539776,-0.0588768431895606,0.2678514034799107,0,0,0,0,0,0,1
2215,-0.1524529053407637,-0.5429545740840913,-1.0251064856470304,0.4828330496792433,0.2992727658448483,0,0,0,0,0,0,1
2216,-0.1524529053407637,-0.5429545740840913,-0.3947903951536833,0.964352954451514,0.3778261717571923,0,0,0,0,0,0,1
2217,-0.1524529053407637,-0.5429545740840913,0.5925188793358959,-0.9216000059065448,0.4563795776695363,0,0,0,0,0,0,1
2218,-0.1524529053407637,-0.61035545968962,-1.0697306336465593,1.5361578413685846,0.4878009400344739,0,0,0,0,0,0,1
2219,-0.1524529053407637,-0.61035545968962,0.9718241373318924,-0.6507450594721428,0.5192223023994115,0,0,0,0,0,0,1
2220,-0.2024489389683849,-0.61035545968962,-0.5788650056517404,0.8439729782584461,0.5506436647643491,0,0,0,0,0,0,1
2221,-0.2024489389683849,-0.677756345295187,1.100118562830538,-1.3930882459960594,0.5977757083117555,0,0,0,0,0,0,1
2222,-0.2024489389683849,-0.677756345295187,-0.9302801711480312,2.8477727401891215,0.6449077518591619,0,0,0,0,0,0,1
2223,-0.1524529053407637,-0.677756345295187,0.3693981393382508,-0.7009033828859209,0.6763291142240996,0,0,0,0,0,0,1
2224,-0.2024489389683849,-0.677756345295187,-0.7015814126504452,0.8540046429412019,0.7077504765890371,0,0,0,0,0,0,1
2225,-0.1524529053407637,-0.677756345295187,0.5925188793358959,-0.811251694396233,0.7391718389539748,0,0,0,0,0,0,1
2226,-0.1524529053407637,-0.677756345295187,-0.4115244506535067,0.90416296635498,0.7863038825013812,0,0,0,0,0,0,1
2259,-0.452429107106576,-1.216963430139608,-1.225915151644911,2.037741075506366,-1.1303992217598129,0,0,0,0,0,0,1
2260,-0.452429107106576,-1.1232467550603566,-0.6011770796515049,1.2352079008859156,-1.0989778593948751,0,0,0,0,0,0,1
2261,-0.452429107106576,-1.0969309655866726,-0.0991554146568036,-0.3497951189894738,-1.0675564970299374,0,0,0,0,0,0,1
2262,-0.452429107106576,-1.1380160617185553,-0.5788650056517404,0.5229597084102664,-0.9890030911175934,0,0,0,0,0,0,1
2263,-0.452429107106576,-1.0442993866393042,-0.0322191926575101,0.2420730972931082,-0.941871047570187,0,0,0,0,0,0,1
2264,-0.4024330734789548,-0.9505827115600909,-0.0545312666572746,0.3022630853896422,-0.9104496852052494,0,0,0,0,0,0,1
2265,-0.4024330734789548,-0.9242669220864066,-0.690425375650563,0.3524214088034203,-0.863317641657843,0,0,0,0,0,0,1
2266,-0.4024330734789548,-0.8979511326127224,-1.1645569481455584,1.1248595893756042,-0.8161855981104366,0,0,0,0,0,0,1
2267,-0.4024330734789548,-0.8042344575334714,-0.8800780046485611,2.0678360695546334,-0.7690535545630302,0,0,0,0,0,0,1
2268,-0.4024330734789548,-0.7779186680597873,-0.9414362081479136,1.2452395655686714,-0.7376321921980926,0,0,0,0,0,0,1
2269,-0.4024330734789548,-0.7516028785861031,-0.562130950151917,0.663403013968845,-0.706210829833155,0,0,0,0,0,0,1
2270,-0.3524370398513052,-0.6578862035068519,-1.2538052441446166,0.8239096488929353,-0.6747894674682174,0,0,0,0,0,0,1
2271,-0.3524370398513052,-0.6315704140331677,-0.5677089686518582,0.8138779842101795,-0.6433681051032798,0,0,0,0,0,0,1
2272,-0.4024330734789548,-0.6726555101650504,1.5742501353255338,-1.3930882459960594,-0.6119467427383422,0,0,0,0,0,0,1
2273,-0.3524370398513052,-0.5789388350857994,-0.5063507651525058,1.2151445715204048,-0.5805253803734046,0,0,0,0,0,0,1
2274,-0.3524370398513052,-0.620023931217682,0.2801498433391928,-0.7309983769341876,-0.5333933368259982,0,0,0,0,0,0,1
2275,-0.3524370398513052,-0.5263072561384309,-0.1047334331567447,-0.6306817301066312,-0.5019719744610606,0,0,0,0,0,0,1
2276,-0.3524370398513052,-0.4999914666647467,0.3693981393382508,-0.2996367955756956,-0.470550612096123,0,0,0,0,0,0,1
2277,-0.3524370398513052,-0.40627479158553387,-0.8131417826492676,1.4258095298582731,-0.4391292497311854,0,0,0,0,0,0,1
2278,-0.3524370398513052,-0.37995900211184963,-0.7294715051501508,0.4427063909482209,-0.4077078873662477,0,0,0,0,0,0,1
2310,-0.452429107106576,-0.9473598877173782,0.4028662503378976,-0.8614100178100111,0.8334359260487876,0,0,0,0,0,0,1
2311,-0.5024251407342256,-1.0558458694548276,-0.0210631556576279,0.7536879961136456,0.8648572884137251,0,0,0,0,0,0,1
2312,-0.452429107106576,-0.8947283087700098,-0.2664959696550374,-0.1491618253343612,0.9119893319611316,0,0,0,0,0,0,1
2313,-0.452429107106576,-0.8684125192963256,-0.5453968946520936,-0.3798901130377404,0.959121375508538,0,0,0,0,0,0,1
2314,-0.452429107106576,-0.7072949586115458,1.0387603593311858,-1.3429299225822813,1.0062534190559445,0,0,0,0,0,0,1
2315,-0.4024330734789548,-0.6135782835323329,-0.9525922451477956,0.723593002065379,1.0533854626033508,0,0,0,0,0,0,1
2316,-0.4024330734789548,-0.5872624940586486,-0.071265322157098,-0.2093518134308951,1.0848068249682885,0,0,0,0,0,0,1
2317,-0.4024330734789548,-0.6283475901904931,0.0179829738419599,-0.0789401725550715,1.116228187333226,0,0,0,0,0,0,1
2318,-0.4024330734789548,-0.602031800716809,0.3693981393382508,-0.8915050118582778,1.1476495496981636,0,0,0,0,0,0,1
2319,-0.4024330734789548,-0.5757160112431248,-0.7462055606499741,1.1449229187411152,1.179070912063101,0,0,0,0,0,0,1
2320,-0.4024330734789548,-0.5494002217694405,0.8993098968326577,-0.6507450594721428,1.2104922744280389,0,0,0,0,0,0,1
2321,-0.4024330734789548,-0.5230844322957563,-0.5509749131520348,-0.0889718372378272,1.2576243179754452,0,0,0,0,0,0,1
2322,-0.4024330734789548,-0.4967686428220721,-1.2538052441446166,1.255271230251427,1.3361777238877892,0,0,0,0,0,0,1
2323,-0.4024330734789548,-0.5378537389539549,-0.1382015441563915,0.1919147738793301,1.3833097674351955,0,0,0,0,0,0,1
2324,-0.4024330734789548,-0.5115379494802708,-0.7685176346497387,0.7035296726998674,1.4147311298001333,0,0,0,0,0,0,1
2325,-0.3524370398513052,-0.41782127440101946,0.5423167128364257,-1.0118849880513456,1.4618631733475396,0,0,0,0,0,0,1
2326,-0.3524370398513052,-0.3915054849273353,0.3582421023383685,-0.6106184007411204,1.493284535712477,0,0,0,0,0,0,1
2327,-0.3024410062236841,-0.4325905810592181,-0.2888080436548019,1.265302894934183,1.5247058980774149,0,0,0,0,0,0,1
2328,-0.3524370398513052,-0.40627479158553387,-0.6625352831508573,1.034574607230803,1.5718379416248212,0,0,0,0,0,0,1
2329,-0.3524370398513052,-0.37995900211184963,0.2243696583397816,-0.3698584483549854,1.6189699851722277,0,0,0,0,0,0,1
2362,-0.4024330734789548,-0.9473598877173782,0.51442662033672,-0.4601434304997859,-0.6905001486506862,0,0,0,0,0,0,1
2363,-0.3524370398513052,-0.9473598877173782,-0.1047334331567447,0.1417564504655519,-0.6433681051032798,0,0,0,0,0,0,1
2364,-0.3524370398513052,-1.0147607733229451,-0.160513618156156,0.5430230377757772,-0.5648146991909357,0,0,0,0,0,0,1
2365,-0.4024330734789548,-1.0147607733229451,-0.963748282147678,0.9743846191342698,-0.5333933368259982,0,0,0,0,0,0,1
2366,-0.3024410062236841,-1.0147607733229451,1.7081225793241208,-1.71410151584424,-0.5019719744610606,0,0,0,0,0,0,1
2367,-0.3524370398513052,-1.0147607733229451,-0.2999640806546841,0.4728013849964882,-0.470550612096123,0,0,0,0,0,0,1
2368,-0.3524370398513052,-1.0147607733229451,-0.2386058771553318,-0.0588768431895606,-0.4391292497311854,0,0,0,0,0,0,1
2369,-0.3524370398513052,-1.082161658928512,-0.3947903951536833,0.2220097679275974,-0.391997206183779,0,0,0,0,0,0,1
2370,-0.4024330734789548,-1.082161658928512,1.769480782823473,-1.7341648452097511,-0.3448651626363725,0,0,0,0,0,0,1
2371,-0.4024330734789548,-1.082161658928512,0.4530684168373677,-0.5905550713756088,-0.2977331190889661,0,0,0,0,0,0,1
2372,-0.3524370398513052,-1.0147607733229451,-0.7238934866502097,0.4828330496792433,-0.2663117567240285,0,0,0,0,0,0,1
2373,-0.3524370398513052,-1.0147607733229451,-0.7517835791499152,0.9442896250860024,-0.2348903943590909,0,0,0,0,0,0,1
2374,-0.4024330734789548,-1.082161658928512,-1.052996578146736,1.1348912540583591,-0.1877583508116845,0,0,0,0,0,0,1
2375,-0.4024330734789548,-1.082161658928512,-0.0043291001578045,-0.1993201487481394,-0.1563369884467469,0,0,0,0,0,0,1
2376,-0.4024330734789548,-1.082161658928512,-0.3501662471541543,-0.7309983769341876,-0.1092049448993405,0,0,0,0,0,0,1
2377,-0.4024330734789548,-1.149562544534041,-0.9749043191475604,1.9850495774721377,-0.0620729013519341,0,0,0,0,0,0,1
2378,-0.4024330734789548,-1.149562544534041,0.2411037138396049,0.5530547024585329,-0.0149408578045277,0,0,0,0,0,0,1
2379,-0.452429107106576,-1.216963430139608,-1.0641526151466183,1.61641115883063,0.0321911857428786,0,0,0,0,0,0,1
2380,-0.452429107106576,-1.216963430139608,-0.4951947281526235,0.6132446905550669,0.0636125481078162,0,0,0,0,0,0,1
2381,-0.5024251407342256,-1.2843643157451363,-1.6554225761403776,2.0979310636029,0.1421659540201603,0,0,0,0,0,0,1
2412,-0.5024251407342256,-1.0147607733229451,0.112809288340959,-0.1892884840653836,1.351888405070258,0,0,0,0,0,0,1
2413,-0.452429107106576,-0.9473598877173782,-0.7294715051501508,0.6734346786516008,1.399099241119406,0,0,0,0,0,0,1
2414,-0.5024251407342256,-1.0147607733229451,1.936821337821707,-1.704069851161484,1.4463100771685544,0,0,0,0,0,0,1
2415,-0.452429107106576,-1.0147607733229451,-0.690425375650563,0.3423897441206646,-1.648615323276058,0,0,0,0,0,0,1
2416,-0.452429107106576,-1.0147607733229451,0.2689938063393106,-0.4400801011342743,-1.6014044872269098,0,0,0,0,0,0,1
2417,-0.5024251407342256,-1.082161658928512,0.1797455103402525,-0.1391301606516054,-1.5384829699952929,0,0,0,0,0,0,1
2418,-0.5524211743618752,-1.149562544534041,0.2076356028399582,-0.339763454306718,-1.4912721339461446,0,0,0,0,0,0,1
2419,-0.5524211743618752,-1.149562544534041,0.6761891568350127,-0.5604600773273423,-1.4440612978969964,0,0,0,0,0,0,1
2420,-0.5524211743618752,-1.216963430139608,-1.1757129851454409,0.9242262957204916,-1.3968504618478486,0,0,0,0,0,0,1
2421,-0.6024172079894964,-1.216963430139608,-0.4951947281526235,0.4728013849964882,-1.3339289446162315,0,0,0,0,0,0,1
2422,-0.5524211743618752,-1.216963430139608,4.714674550792387,-2.5066030257819345,-1.239586065019677,0,0,0,0,0,0,1
2423,-0.6024172079894964,-1.216963430139608,-0.5342408576522114,1.3455562123962277,-1.1923752289705287,0,0,0,0,0,0,1
2424,-0.5524211743618752,-1.216963430139608,2.6954318538137,-2.005019791644153,-1.1451643929213808,0,0,0,0,0,0,1
2425,-0.5524211743618752,-1.216963430139608,1.6132962648251217,-1.623816533699439,-1.0822428756897637,0,0,0,0,0,0,1
2426,-0.6024172079894964,-1.2843643157451363,-0.3724783211539187,1.3555878770789835,-1.0350320396406156,0,0,0,0,0,0,1
2428,-0.5524211743618752,-1.149562544534041,1.763902764323532,-1.623816533699439,-0.940689160044061,0,0,0,0,0,0,1
2429,-0.5024251407342256,-1.149562544534041,-0.9023900786483257,0.723593002065379,-0.893478323994913,0,0,0,0,0,0,1
2430,-0.5524211743618752,-1.149562544534041,-0.5955990611515638,0.8941313016722243,-0.8305568067632962,0,0,0,0,0,0,1
2431,-0.5524211743618752,-1.216963430139608,-1.1366668556458528,0.7837829901619122,-0.7833459707141479,0,0,0,0,0,0,1
2432,-0.5524211743618752,-1.216963430139608,-0.7127374496503274,1.1348912540583591,-0.720424453482531,0,0,0,0,0,0,1
2464,-0.5524211743618752,-1.0147607733229451,0.2299476768397227,-0.0889718372378272,0.1735873163850979,0,0,0,0,0,0,1
2465,-0.5524211743618752,-1.0147607733229451,-0.026641174157569,0.2922314207068864,0.22079815243424603,0,0,0,0,0,0,1
2466,-0.5524211743618752,-0.9473598877173782,-0.3222761546544486,0.0715347976862629,0.28371966966586293,0,0,0,0,0,0,1
2467,-0.5024251407342256,-0.9473598877173782,-0.6123331166513871,-0.2294151427964059,0.33093050571501104,0,0,0,0,0,0,1
2468,-0.5524211743618752,-0.9473598877173782,0.1964795658400759,-0.6507450594721428,0.37814134176415926,0,0,0,0,0,0,1
2469,-0.5524211743618752,-0.9473598877173782,-0.0824213591569802,0.0414398036379956,0.44106285899577613,0,0,0,0,0,0,1
2470,-0.5024251407342256,-0.8799590021118496,-0.1772476736559794,-0.2494784721619175,0.503984376227393,0,0,0,0,0,0,1
2471,-0.5524211743618752,-1.0147607733229451,-0.4003684136536244,0.4728013849964882,0.5511952122765411,0,0,0,0,0,0,1
2472,-0.5524211743618752,-1.082161658928512,-1.326319484643851,1.1148279246928483,0.5984060483256893,0,0,0,0,0,0,1
2473,-0.5524211743618752,-1.0147607733229451,-0.6123331166513871,1.5160945120030738,0.6456168843748374,0,0,0,0,0,0,1
2474,-0.5524211743618752,-1.0147607733229451,0.0904972143411945,-0.2394468074791617,0.6928277204239857,0,0,0,0,0,0,1
2475,-0.5524211743618752,-1.0147607733229451,-0.1995597476557439,0.0615031330035071,0.7557492376556025,0,0,0,0,0,0,1
2476,-0.5524211743618752,-1.0147607733229451,-0.4449925616531534,0.312294750072398,0.8029600737047506,0,0,0,0,0,0,1
2477,-0.5524211743618752,-1.082161658928512,-0.5007727466525647,0.2420730972931082,0.8501709097538988,0,0,0,0,0,0,1
2478,-0.5524211743618752,-1.0147607733229451,-0.8466098936489144,1.736791135023697,0.9445137893504534,0,0,0,0,0,0,1
2479,-0.5524211743618752,-1.0147607733229451,-0.4617266171529768,1.0044796131825364,0.9917246253996015,0,0,0,0,0,0,1
2480,-0.5024251407342256,-1.0147607733229451,0.3638201208383097,-0.530365083279075,1.0546461426312184,0,0,0,0,0,0,1
2481,-0.5024251407342256,-0.9473598877173782,1.088962525830656,-0.7610933709824549,1.1018569786803665,0,0,0,0,0,0,1
2482,-0.5024251407342256,-0.9473598877173782,-0.8968120601483845,0.7837829901619122,1.1490678147295146,0,0,0,0,0,0,1
2483,-0.5524211743618752,-0.8799590021118496,-0.1939817291558027,0.1818831091965743,1.1962786507786627,0,0,0,0,0,0,1
2516,-0.6024172079894964,-1.0147607733229451,-0.2720739881549785,-0.5002700892308083,-1.2403739900370945,0,0,0,0,0,0,1
2517,-0.6024172079894964,-0.9884449838492609,1.100118562830538,-1.1021699701961465,-1.2089526276721567,0,0,0,0,0,0,1
2518,-0.6024172079894964,-0.9621291943755768,-0.8019857456493854,0.4427063909482209,-1.177531265307219,0,0,0,0,0,0,1
2519,-0.5524211743618752,-0.8684125192963256,-0.6346451906511517,0.964352954451514,-1.1461099029422814,0,0,0,0,0,0,1
2520,-0.6024172079894964,-0.8420967298226414,0.51442662033672,-0.7610933709824549,-1.0989778593948751,0,0,0,0,0,0,1
2521,-0.6024172079894964,-0.8157809403489572,-0.0210631556576279,0.1216931211000411,-1.0675564970299374,0,0,0,0,0,0,1
2522,-0.6024172079894964,-0.789465150875273,0.2522597508394872,-0.5604600773273423,-1.0361351346649998,0,0,0,0,0,0,1
2523,-0.6024172079894964,-0.6957484757960601,0.023560992341901,-0.1792568193826278,-1.0047137723000623,0,0,0,0,0,0,1
2524,-0.6024172079894964,-0.669432686322376,0.5367386943364846,-0.4802067598652967,-0.9575817287526558,0,0,0,0,0,0,1
2525,-0.6024172079894964,-0.6431168968486918,-0.5175068021523881,0.5530547024585329,-0.9261603663877184,0,0,0,0,0,0,1
2526,-0.6024172079894964,-0.6842019929805361,0.330352009838663,-0.4902384245480525,-0.8790283228403118,0,0,0,0,0,0,1
2527,-0.6024172079894964,-0.6578862035068519,-0.2107157846556261,-0.5002700892308083,-0.8318962792929054,0,0,0,0,0,0,1
2528,-0.6024172079894964,-0.6989712996387346,-0.4951947281526235,1.0847329306445812,-0.8004749169279678,0,0,0,0,0,0,1
2529,-0.6024172079894964,-0.6052546245594835,1.0666504518308917,-1.4131515753615709,-0.7690535545630302,0,0,0,0,0,0,1
2530,-0.6024172079894964,-0.5789388350857994,0.1797455103402525,-0.6306817301066312,-0.7376321921980926,0,0,0,0,0,0,1
2531,-0.5524211743618752,-0.48522216000658647,-0.562130950151917,1.1750179127893825,-0.6905001486506862,0,0,0,0,0,0,1
2532,-0.6024172079894964,-0.5937081417439978,-0.160513618156156,-0.1290984959688496,-0.6590787862857486,0,0,0,0,0,0,1
2533,-0.5524211743618752,-0.4325905810592181,-0.8354538566490322,0.492864714361999,-0.6119467427383422,0,0,0,0,0,0,1
2534,-0.6024172079894964,-0.40627479158553387,-0.2720739881549785,-0.640713394789387,-0.5805253803734046,0,0,0,0,0,0,1
2535,-0.5524211743618752,-0.37995900211184963,1.0610724333309502,-1.3429299225822813,-0.549104018008467,0,0,0,0,0,0,1
2566,-0.3024410062236841,-0.61035545968962,-1.309585429144028,1.0546379365963146,0.7077504765890371,0,0,0,0,0,0,1
2567,-0.3524370398513052,-0.677756345295187,-0.6625352831508573,0.1618197798310635,0.7391718389539748,0,0,0,0,0,0,1
2568,-0.3024410062236841,-0.61035545968962,1.267459117828772,-1.5435632162373938,0.7863038825013812,0,0,0,0,0,0,1
2569,-0.2024489389683849,-0.5429545740840913,-0.4951947281526235,0.312294750072398,0.8177252448663187,0,0,0,0,0,0,1
2570,-0.2524449725960345,-0.5429545740840913,1.8587290788225312,-1.7441965098925063,0.8491466072312563,0,0,0,0,0,0,1
2571,-0.2024489389683849,-0.5429545740840913,0.9718241373318924,-1.352961587265037,0.9277000131436004,0,0,0,0,0,0,1
2572,-0.2524449725960345,-0.5429545740840913,-0.2330278586553906,0.0915981270517738,0.959121375508538,0,0,0,0,0,0,1
2573,-0.3024410062236841,-0.61035545968962,-1.041840541146854,0.4728013849964882,1.0062534190559445,0,0,0,0,0,0,1
2574,-0.2524449725960345,-0.5429545740840913,-0.2218718216555084,0.1517881151483077,1.0533854626033508,0,0,0,0,0,0,1
2575,-0.2524449725960345,-0.4755536884785243,2.416530928816644,-2.075241444423442,1.0848068249682885,0,0,0,0,0,0,1
2576,-0.2524449725960345,-0.4755536884785243,-0.651379246150975,0.9242262957204916,1.116228187333226,0,0,0,0,0,0,1
2577,-0.2524449725960345,-0.4755536884785243,-0.0879993776569214,0.1517881151483077,1.1476495496981636,0,0,0,0,0,0,1
2578,-0.2524449725960345,-0.4081528028729957,0.1351213623407235,0.1517881151483077,1.179070912063101,0,0,0,0,0,0,1
2579,-0.3024410062236841,-0.4755536884785243,-0.8242978196491499,0.663403013968845,1.2104922744280389,0,0,0,0,0,0,1
2580,-0.3524370398513052,-0.61035545968962,1.4292216543270646,-1.5335315515546384,1.2419136367929764,0,0,0,0,0,0,1
2581,-0.3524370398513052,-0.61035545968962,-1.3709436326433802,2.175651206444495,1.273334999157914,0,0,0,0,0,0,1
2583,-0.4024330734789548,-0.677756345295187,0.425178324337662,-0.6306817301066312,1.3361777238877892,0,0,0,0,0,0,1
2584,-0.4024330734789548,-0.7451572309007539,-1.097620726146265,1.0847329306445812,1.3675990862527267,0,0,0,0,0,0,1
2585,-0.452429107106576,-0.8125581165062826,-0.205137766155685,0.6734346786516008,1.3990204486176645,0,0,0,0,0,0,1
2586,-0.5024251407342256,-0.8799590021118496,0.4530684168373677,-0.4601434304997859,1.430441810982602,0,0,0,0,0,0,1
2618,-0.3024410062236841,-0.61035545968962,0.731969341834424,-0.4099851070860077,-0.627657423920811,0,0,0,0,0,0,1
2619,-0.3024410062236841,-0.5840396702159358,-0.4338365246532711,0.8640363076239577,-0.5962360615558734,0,0,0,0,0,0,1
2620,-0.3024410062236841,-0.4903229951367229,0.1685894733403703,0.081566462369018,-0.549104018008467,0,0,0,0,0,0,1
2621,-0.3024410062236841,-0.46400720566303866,0.0960752328411357,-0.4300484364515186,-0.5176826556435293,0,0,0,0,0,0,1
2622,-0.2524449725960345,-0.37029053058378747,-0.1828256921559205,0.1517881151483077,-0.4862612932785917,0,0,0,0,0,0,1
2623,-0.2024489389683849,-0.2765738555045747,0.5757848238360724,-0.9717583293203228,-0.4391292497311854,0,0,0,0,0,0,1
2624,-0.2024489389683849,-0.25025806603089046,-1.4267238176427914,2.218311039795968,-0.391997206183779,0,0,0,0,0,0,1
2625,-0.1524529053407637,-0.15654139095163924,-0.913546115648208,0.6834663433343559,-0.3448651626363725,0,0,0,0,0,0,1
2626,-0.1524529053407637,-0.19762648708352204,-0.7796736716496209,-0.0087185197757825,-0.2663117567240285,0,0,0,0,0,0,1
2627,-0.1524529053407637,-0.17131069760983783,0.6204089718356014,-1.021916652734101,-0.2348903943590909,0,0,0,0,0,0,1
2628,-0.1024568717131141,-0.010193136925019608,-1.0753086521465005,1.3254928830307169,-0.2034690319941533,0,0,0,0,0,0,1
2629,-0.0524608380854929,0.01612265254866463,-0.7183154681502685,1.1248595893756042,-0.1563369884467469,0,0,0,0,0,0,1
2630,-0.0024648044578433,0.10983932762787751,0.2634157878393695,-0.2193834781136509,-0.0777835825344029,0,0,0,0,0,0,1
2631,-0.0024648044578433,0.2035560027071286,-0.9302801711480312,-0.0388135138240491,-0.0463622201694653,0,0,0,0,0,0,1
2632,-0.0024648044578433,0.16247090657524593,-0.0545312666572746,0.2420730972931082,-0.0149408578045277,0,0,0,0,0,0,1
2633,-0.0024648044578433,0.18878669604893017,0.6315650088354837,-1.1422966289271683,0.0636125481078162,0,0,0,0,0,0,1
2634,0.0475312291698062,0.28250337112818125,-0.0377972111574512,-0.0187501844585382,0.1107445916552226,0,0,0,0,0,0,1
2635,-0.0024648044578433,0.24141827499629853,0.0849191958412534,-0.8012200297134773,0.1421659540201603,0,0,0,0,0,0,1
2636,-0.0524608380854929,0.20033317886445406,-0.42825850615333,1.104796260010093,0.1735873163850979,0,0,0,0,0,0,1
2637,-0.0524608380854929,0.2266489683381383,-1.588486354141084,2.1380577223339223,0.2521407222974419,0,0,0,0,0,0,1
2668,-0.1024568717131141,-0.4755536884785243,0.6929232123348361,-0.4802067598652967,1.5718379416248212,0,0,0,0,0,0,1
2669,-0.1024568717131141,-0.4755536884785243,0.5646287868361902,-0.8915050118582778,1.6347594588564383,0,0,0,0,0,0,1
2670,-0.1524529053407637,-0.4755536884785243,-0.249761914155214,-0.2193834781136509,1.6976809760880551,0,0,0,0,0,0,1
2671,-0.1024568717131141,-0.4081528028729957,-0.4003684136536244,0.6232763552378227,1.7920238556846095,0,0,0,0,0,0,1
2673,-0.1524529053407637,-0.4755536884785243,-0.5230848206523292,0.2621364266586198,-1.6328258495918475,0,0,0,0,0,0,1
2674,-0.1024568717131141,-0.4081528028729957,-0.3278541731543898,0.0915981270517738,-1.5856150135426992,0,0,0,0,0,0,1
2675,-0.1524529053407637,-0.4755536884785243,0.0402950478417244,-0.2795734662101841,-1.538404177493551,0,0,0,0,0,0,1
2676,-0.1524529053407637,-0.4755536884785243,0.1964795658400759,-0.4200167717687635,-1.491193341444403,0,0,0,0,0,0,1
2677,-0.1524529053407637,-0.4755536884785243,0.2968838988390162,-0.5805234066928531,-1.4439825053952549,0,0,0,0,0,0,1
2678,-0.1024568717131141,-0.3407519172674287,-0.2441838956552729,-0.0388135138240491,-1.396771669346107,0,0,0,0,0,0,1
2679,-0.1024568717131141,-0.2733510316618617,-0.5119287836524469,0.312294750072398,-1.3495608332969586,0,0,0,0,0,0,1
2680,-0.1024568717131141,-0.3407519172674287,-0.3501662471541543,0.4427063909482209,-1.3023499972478103,0,0,0,0,0,0,1
2681,-0.1024568717131141,-0.3407519172674287,0.5702068053361313,-1.2927715991685031,-1.2551391611986626,0,0,0,0,0,0,1
2682,-0.1024568717131141,-0.3407519172674287,0.0347170293417833,-0.7811567003479657,-1.2079283251495143,0,0,0,0,0,0,1
